Date,Location,Temperature,Humidity,Wind Speed,Precipitation,Cloud Cover,Pressure,Rain Tomorrow,Temp_Humidity_Interaction,Wind_Cloud_Ratio,Year,Month,Day
2024-01-01,New York,1.105756034430822,0.6841430262608919,1.5413622753830283,-0.8226852798325008,0.5648134961110566,1.0321977263085824,0,1.3667651269453491,0.060658216550175406,2024,1,1
2024-01-02,New York,0.8946532314710989,-1.3510137105921354,-0.2977981189237578,0.28717619238181524,-0.5133015140337702,-0.45605134687321003,0,-0.7615852839870269,-0.21927090274103953,2024,1,2
2024-01-03,New York,0.7800182427341255,0.2109169758834267,-0.09610650413330804,1.1082900475984825,0.862970086008845,-1.2066707368481622,1,0.6718556703845625,-0.5167628396994236,2024,1,3
2024-01-04,New York,0.6391914456628845,-0.005898624660966932,0.5105838413027197,-0.6244365089575665,-0.09243255536859059,-1.2949996739570993,0,0.3827250853761063,-0.03607167477649999,2024,1,4
2024-01-05,New York,-1.391803805492472,-1.0885417703392104,-1.3068079074961199,2.044179351658684,1.1793098293094921,1.3173220460625084,0,-1.315983715477659,-0.877788148961352,2024,1,5
2024-01-06,New York,-1.478973184153711,-0.14206835620025995,0.7411146751832779,0.4044098626085543,-1.2361373881728714,1.5278046495121935,0,-0.9591502356002302,1.4296465832626195,2024,1,6
2024-01-07,New York,-0.7325400803336874,1.54119562195727,-0.722674598873446,-0.8226852798325008,-0.6974687520306818,1.344397725143657,0,0.45419458522160466,-0.37677768294677455,2024,1,7
2024-01-08,New York,0.7317128235143516,-1.3738401509984497,1.4393645871006606,-0.5997739423056462,0.8800084659025691,1.7185739141825767,0,-0.830315468572697,-0.07905237811177508,2024,1,8
2024-01-09,New York,-1.416275876815736,0.5299836388520576,0.561526661437861,1.0945659728324646,-0.7931977235770423,-1.4714798549671098,1,-0.6379604274568909,0.5022672767945847,2024,1,9
2024-01-10,New York,0.2186633382462095,-1.2844396220880332,-1.6949004140035178,-0.8226852798325008,-0.31241413659746714,1.6806913201049507,0,-0.905098343371581,-0.9708825663021619,2024,1,10
2024-01-11,New York,-0.8853694950174015,-1.1574609734475416,-0.2163823700517334,-0.8226852798325008,0.2616966857151362,-0.3664567362783566,0,-1.1748450034821742,-0.4408043568503585,2024,1,11
2024-01-12,New York,0.11866278124061895,0.5840715131291245,-1.4390558575750558,-0.5693045287967339,0.6604895343558326,1.502908010139166,0,0.5292706628909699,-0.8979700888149169,2024,1,12
2024-01-13,New York,-1.4842027867790344,-0.013471596927858482,1.062164668053434,0.7825648914819597,0.32734549609854774,0.5541710155612447,0,-0.909648380002081,-0.005836867937109018,2024,1,13
2024-01-14,New York,-0.4080866214802103,-1.5280139744552512,-1.0728243700172029,0.36043968687486905,-0.9162159943265433,-1.6403321308391405,0,-1.2586949042806301,-0.5160233957827974,2024,1,14
2024-01-15,New York,-0.8243809755561536,-0.05455336232836687,1.516843882128369,-0.4196585799691846,0.8432117812471815,1.4745379081674221,0,-0.5333195165093764,-0.04523640695556096,2024,1,15
2024-01-16,New York,1.0340875591904073,0.2552823698645915,-1.3150107818543568,2.6586339601691016,-1.2045743528556954,-1.115301473737038,1,0.883344250138774,-0.5948035409084301,2024,1,16
2024-01-17,New York,1.2088968985295445,1.59868918593168,0.44153713448325665,-0.8226852798325008,0.33763933859356426,1.6997809685171144,0,2.3969301682498756,-0.22733774447972283,2024,1,17
2024-01-18,New York,0.66997065887552,-1.1521900234599107,0.19032095193670265,-0.8226852798325008,-1.71854237837444,0.10829745486273461,0,-0.6455579921062993,3.180746919205574,2024,1,18
2024-01-19,New York,-0.4982260042786274,-1.1389814488184218,-1.1632613812473127,-0.2882237143600995,0.9120227513423883,-0.25424895622085986,0,-1.032479853060306,-0.827251118815164,2024,1,19
2024-01-20,New York,0.7836261060957673,-1.6030094781445665,0.7745094035772678,-0.40037758362116577,0.673681115005715,0.29468256966379053,0,-1.030862714701134,-0.21653637797097117,2024,1,20
2024-01-21,New York,0.3221959921267364,-0.15875344611306633,1.3698436600055093,-0.8226852798325008,1.2356469747892767,-1.0962316834933572,0,0.06310376320300709,-0.19344422008490642,2024,1,21
2024-01-22,New York,0.6051775108588455,-0.6417447510294165,-0.11113612250741675,-0.8226852798325008,-0.4702564881340825,-0.6939088125552106,0,-0.20902249967947978,-0.14191487514010445,2024,1,22
2024-01-23,New York,-1.512559595396469,-0.7758850206083457,-0.013083977415291116,1.7742125653752452,-1.1777786633645269,-1.2216389303894684,0,-1.2330652683277175,0.5875424944972859,2024,1,23
2024-01-24,New York,-0.31809085284452415,0.9156276587697836,0.39549720796597815,-0.8226852798325008,-1.2369374148379428,0.9218446580079852,0,0.4297012638026164,1.0936292108575305,2024,1,24
2024-01-25,New York,1.2491645331110297,-1.6427532551221007,-0.8887303792858904,1.1989431051017174,-1.6852100541865955,-1.6337831793664304,0,-0.9642038035879961,0.6987983730026296,2024,1,25
2024-01-26,New York,0.16768164385514395,1.7005558927565532,0.06572534146710907,-0.8226852798325008,-0.1722511394416727,0.7318585105698189,0,1.4540878657162954,-0.19363567857986638,2024,1,26
2024-01-27,New York,-1.0917615111236803,0.7068917343649499,-0.7785820912398999,-0.8226852798325008,-1.4636443505011727,1.3120068389174409,0,-0.3116391359872446,0.2697509181700421,2024,1,27
